image1,image2,identity1,identity2,demographic1,demographic2,gender1,gender2,age1,age2,label,cosine_similarity,euclidean_distance,cosine_distance
data\processed\lfw\lfw\Nestor_Santillan\Nestor_Santillan_0001.jpg,data\processed\lfw\lfw\Mike_Tyson\Mike_Tyson_0001.jpg,Nestor_Santillan,Mike_Tyson,lfw,lfw,,,,,0,0.021504976,20.356459,0.978495
data\processed\lfw\lfw\Scott_Fawell\Scott_Fawell_0001.jpg,data\processed\lfw\lfw\Hans_Corell\Hans_Corell_0001.jpg,Scott_Fawell,Hans_Corell,lfw,lfw,,,,,0,0.32436413,19.74648,0.6756359
data\processed\lfw\lfw\Augustin_Calleri\Augustin_Calleri_0002.jpg,data\processed\lfw\lfw\Augustin_Calleri\Augustin_Calleri_0004.jpg,Augustin_Calleri,Augustin_Calleri,lfw,lfw,,,,,1,0.13601853,19.070742,0.8639815
data\processed\lfw\lfw\Christian_Fittipaldi\Christian_Fittipaldi_0001.jpg,data\processed\lfw\lfw\Floyd_Keith\Floyd_Keith_0001.jpg,Christian_Fittipaldi,Floyd_Keith,lfw,lfw,,,,,0,0.24768901,22.59138,0.752311
data\processed\lfw\lfw\Ann_Veneman\Ann_Veneman_0005.jpg,data\processed\lfw\lfw\Ann_Veneman\Ann_Veneman_0007.jpg,Ann_Veneman,Ann_Veneman,lfw,lfw,,,,,1,0.48489654,19.38546,0.51510346
data\processed\lfw\lfw\Arnold_Scott\Arnold_Scott_0001.jpg,data\processed\lfw\lfw\Kenneth_Carlsen\Kenneth_Carlsen_0001.jpg,Arnold_Scott,Kenneth_Carlsen,lfw,lfw,,,,,0,0.1771402,21.863783,0.82285976
data\processed\lfw\lfw\Halle_Berry\Halle_Berry_0012.jpg,data\processed\lfw\lfw\Halle_Berry\Halle_Berry_0014.jpg,Halle_Berry,Halle_Berry,lfw,lfw,,,,,1,0.33887002,21.018795,0.66112995
data\processed\lfw\lfw\Martin_Scorsese\Martin_Scorsese_0005.jpg,data\processed\lfw\lfw\Martin_Scorsese\Martin_Scorsese_0006.jpg,Martin_Scorsese,Martin_Scorsese,lfw,lfw,,,,,1,0.27474958,17.480547,0.7252504
data\processed\lfw\lfw\Brett_Hawke\Brett_Hawke_0001.jpg,data\processed\lfw\lfw\John_Wolf\John_Wolf_0002.jpg,Brett_Hawke,John_Wolf,lfw,lfw,,,,,0,0.34219578,20.454662,0.65780425
data\processed\lfw\lfw\Elton_John\Elton_John_0001.jpg,data\processed\lfw\lfw\Elton_John\Elton_John_0002.jpg,Elton_John,Elton_John,lfw,lfw,,,,,1,0.6070261,13.705609,0.3929739
data\processed\lfw\lfw\Hugh_Campbell\Hugh_Campbell_0001.jpg,data\processed\lfw\lfw\Danny_Morgan\Danny_Morgan_0001.jpg,Hugh_Campbell,Danny_Morgan,lfw,lfw,,,,,0,0.35957026,23.277613,0.64042974
data\processed\lfw\lfw\David_Kelly\David_Kelly_0001.jpg,data\processed\lfw\lfw\Carlos_Alberto_Parreira\Carlos_Alberto_Parreira_0001.jpg,David_Kelly,Carlos_Alberto_Parreira,lfw,lfw,,,,,0,0.12605396,22.237413,0.8739461
data\processed\lfw\lfw\Thomas_OBrien\Thomas_OBrien_0007.jpg,data\processed\lfw\lfw\Thomas_OBrien\Thomas_OBrien_0009.jpg,Thomas_OBrien,Thomas_OBrien,lfw,lfw,,,,,1,0.47387093,15.541954,0.52612907
data\processed\lfw\lfw\Brian_Heidik\Brian_Heidik_0001.jpg,data\processed\lfw\lfw\Brian_Heidik\Brian_Heidik_0002.jpg,Brian_Heidik,Brian_Heidik,lfw,lfw,,,,,1,0.4299424,20.517574,0.57005763
data\processed\lfw\lfw\Martha_Lucia_Ramirez\Martha_Lucia_Ramirez_0001.jpg,data\processed\lfw\lfw\Martha_Lucia_Ramirez\Martha_Lucia_Ramirez_0002.jpg,Martha_Lucia_Ramirez,Martha_Lucia_Ramirez,lfw,lfw,,,,,1,0.6341441,14.634956,0.36585587
data\processed\lfw\lfw\Michael_Deutsch\Michael_Deutsch_0001.jpg,data\processed\lfw\lfw\Mohamed_ElBaradei\Mohamed_ElBaradei_0007.jpg,Michael_Deutsch,Mohamed_ElBaradei,lfw,lfw,,,,,0,0.2999906,20.891865,0.7000094
data\processed\lfw\lfw\Edward_Lu\Edward_Lu_0001.jpg,data\processed\lfw\lfw\Edward_Lu\Edward_Lu_0006.jpg,Edward_Lu,Edward_Lu,lfw,lfw,,,,,1,0.66647834,16.02786,0.33352166
data\processed\lfw\lfw\Maria_Guida\Maria_Guida_0001.jpg,data\processed\lfw\lfw\Mariana_Pollack\Mariana_Pollack_0003.jpg,Maria_Guida,Mariana_Pollack,lfw,lfw,,,,,0,0.35375214,19.592434,0.64624786
data\processed\lfw\lfw\Perri_Shaw\Perri_Shaw_0001.jpg,data\processed\lfw\lfw\Barry_Williams\Barry_Williams_0001.jpg,Perri_Shaw,Barry_Williams,lfw,lfw,,,,,0,0.21901904,25.526709,0.78098094
data\processed\lfw\lfw\Ari_Fleischer\Ari_Fleischer_0005.jpg,data\processed\lfw\lfw\Ari_Fleischer\Ari_Fleischer_0012.jpg,Ari_Fleischer,Ari_Fleischer,lfw,lfw,,,,,1,0.59750897,16.823284,0.40249103
data\processed\lfw\lfw\Theodore_Tweed_Roosevelt\Theodore_Tweed_Roosevelt_0002.jpg,data\processed\lfw\lfw\Marc_Grossman\Marc_Grossman_0002.jpg,Theodore_Tweed_Roosevelt,Marc_Grossman,lfw,lfw,,,,,0,0.31985456,21.654259,0.68014544
data\processed\lfw\lfw\Sarah_Michelle_Gellar\Sarah_Michelle_Gellar_0001.jpg,data\processed\lfw\lfw\Sarah_Michelle_Gellar\Sarah_Michelle_Gellar_0003.jpg,Sarah_Michelle_Gellar,Sarah_Michelle_Gellar,lfw,lfw,,,,,1,0.5310658,19.517044,0.46893418
data\processed\lfw\lfw\Holly_Hunter\Holly_Hunter_0001.jpg,data\processed\lfw\lfw\Holly_Hunter\Holly_Hunter_0006.jpg,Holly_Hunter,Holly_Hunter,lfw,lfw,,,,,1,0.43005082,18.520388,0.56994915
data\processed\lfw\lfw\Christy_Ferer\Christy_Ferer_0001.jpg,data\processed\lfw\lfw\Mitt_Romney\Mitt_Romney_0001.jpg,Christy_Ferer,Mitt_Romney,lfw,lfw,,,,,0,0.23029694,21.767855,0.76970303
data\processed\lfw\lfw\Diana_Krall\Diana_Krall_0002.jpg,data\processed\lfw\lfw\Diana_Krall\Diana_Krall_0006.jpg,Diana_Krall,Diana_Krall,lfw,lfw,,,,,1,0.47346264,18.25475,0.52653736
data\processed\lfw\lfw\Olivier_Rochus\Olivier_Rochus_0001.jpg,data\processed\lfw\lfw\Amanda_Bynes\Amanda_Bynes_0004.jpg,Olivier_Rochus,Amanda_Bynes,lfw,lfw,,,,,0,0.11227587,19.499939,0.88772416
data\processed\lfw\lfw\Debbie_Allen\Debbie_Allen_0001.jpg,data\processed\lfw\lfw\James_Brown\James_Brown_0001.jpg,Debbie_Allen,James_Brown,lfw,lfw,,,,,0,0.37872532,21.565681,0.6212747
data\processed\lfw\lfw\Eduardo_Duhalde\Eduardo_Duhalde_0002.jpg,data\processed\lfw\lfw\Eduardo_Duhalde\Eduardo_Duhalde_0004.jpg,Eduardo_Duhalde,Eduardo_Duhalde,lfw,lfw,,,,,1,0.6251899,18.198284,0.3748101
data\processed\lfw\lfw\Edward_Burns\Edward_Burns_0001.jpg,data\processed\lfw\lfw\Sally_Kirkland\Sally_Kirkland_0001.jpg,Edward_Burns,Sally_Kirkland,lfw,lfw,,,,,0,0.39163744,21.810312,0.60836256
data\processed\lfw\lfw\Kevin_Spacey\Kevin_Spacey_0001.jpg,data\processed\lfw\lfw\Kevin_Spacey\Kevin_Spacey_0005.jpg,Kevin_Spacey,Kevin_Spacey,lfw,lfw,,,,,1,0.3569186,17.740572,0.6430814
data\processed\lfw\lfw\Steven_Spielberg\Steven_Spielberg_0002.jpg,data\processed\lfw\lfw\Steven_Spielberg\Steven_Spielberg_0006.jpg,Steven_Spielberg,Steven_Spielberg,lfw,lfw,,,,,1,0.2397967,18.083336,0.7602033
data\processed\lfw\lfw\Norah_Jones\Norah_Jones_0002.jpg,data\processed\lfw\lfw\Norah_Jones\Norah_Jones_0003.jpg,Norah_Jones,Norah_Jones,lfw,lfw,,,,,1,0.5731754,17.882862,0.42682463
data\processed\lfw\lfw\Michael_Ballack\Michael_Ballack_0001.jpg,data\processed\lfw\lfw\Michael_Ballack\Michael_Ballack_0003.jpg,Michael_Ballack,Michael_Ballack,lfw,lfw,,,,,1,0.43495187,19.194334,0.5650481
data\processed\lfw\lfw\Dale_Bosworth\Dale_Bosworth_0001.jpg,data\processed\lfw\lfw\Matthew_During\Matthew_During_0001.jpg,Dale_Bosworth,Matthew_During,lfw,lfw,,,,,0,0.2934473,19.742514,0.70655274
data\processed\lfw\lfw\Michael_Donovan\Michael_Donovan_0001.jpg,data\processed\lfw\lfw\Ali_Abbas\Ali_Abbas_0002.jpg,Michael_Donovan,Ali_Abbas,lfw,lfw,,,,,0,0.19972079,24.332035,0.8002792
data\processed\lfw\lfw\Anatoliy_Kinakh\Anatoliy_Kinakh_0001.jpg,data\processed\lfw\lfw\Oscar_DLeon\Oscar_DLeon_0001.jpg,Anatoliy_Kinakh,Oscar_DLeon,lfw,lfw,,,,,0,0.1872111,23.608852,0.8127889
data\processed\lfw\lfw\Sarah_Weddington\Sarah_Weddington_0001.jpg,data\processed\lfw\lfw\Ronald_Post\Ronald_Post_0001.jpg,Sarah_Weddington,Ronald_Post,lfw,lfw,,,,,0,0.13887094,27.215162,0.86112905
data\processed\lfw\lfw\Bob_Krueger\Bob_Krueger_0001.jpg,data\processed\lfw\lfw\Mike_Cunning\Mike_Cunning_0001.jpg,Bob_Krueger,Mike_Cunning,lfw,lfw,,,,,0,0.19703287,17.750103,0.80296713
data\processed\lfw\lfw\Edwin_Edwards\Edwin_Edwards_0001.jpg,data\processed\lfw\lfw\Edwin_Edwards\Edwin_Edwards_0002.jpg,Edwin_Edwards,Edwin_Edwards,lfw,lfw,,,,,1,0.580953,16.367,0.419047
data\processed\lfw\lfw\David_Beckham\David_Beckham_0002.jpg,data\processed\lfw\lfw\David_Beckham\David_Beckham_0010.jpg,David_Beckham,David_Beckham,lfw,lfw,,,,,1,0.20985638,18.881058,0.7901436
data\processed\lfw\lfw\Jan_Paul_Miller\Jan_Paul_Miller_0001.jpg,data\processed\lfw\lfw\Ian_Thorpe\Ian_Thorpe_0005.jpg,Jan_Paul_Miller,Ian_Thorpe,lfw,lfw,,,,,0,0.28125215,21.825392,0.71874785
data\processed\lfw\lfw\Jason_Kidd\Jason_Kidd_0002.jpg,data\processed\lfw\lfw\Jason_Kidd\Jason_Kidd_0008.jpg,Jason_Kidd,Jason_Kidd,lfw,lfw,,,,,1,0.55289406,16.343172,0.44710594
data\processed\lfw\lfw\Howard_Dean\Howard_Dean_0010.jpg,data\processed\lfw\lfw\Howard_Dean\Howard_Dean_0012.jpg,Howard_Dean,Howard_Dean,lfw,lfw,,,,,1,0.61892325,15.182924,0.38107675
data\processed\lfw\lfw\Toni_Braxton\Toni_Braxton_0002.jpg,data\processed\lfw\lfw\Fernando_Vargas\Fernando_Vargas_0001.jpg,Toni_Braxton,Fernando_Vargas,lfw,lfw,,,,,0,0.30759186,21.913012,0.69240814
data\processed\lfw\lfw\Kurt_Busch\Kurt_Busch_0001.jpg,data\processed\lfw\lfw\Juan_Jose_Lucas\Juan_Jose_Lucas_0001.jpg,Kurt_Busch,Juan_Jose_Lucas,lfw,lfw,,,,,0,0.36346006,16.395039,0.63653994
data\processed\lfw\lfw\Holly_Hunter\Holly_Hunter_0002.jpg,data\processed\lfw\lfw\Holly_Hunter\Holly_Hunter_0006.jpg,Holly_Hunter,Holly_Hunter,lfw,lfw,,,,,1,0.50777805,17.253075,0.49222195
data\processed\lfw\lfw\Marco_Antonio_Barrera\Marco_Antonio_Barrera_0003.jpg,data\processed\lfw\lfw\Marco_Antonio_Barrera\Marco_Antonio_Barrera_0005.jpg,Marco_Antonio_Barrera,Marco_Antonio_Barrera,lfw,lfw,,,,,1,0.60705155,18.580616,0.39294845
data\processed\lfw\lfw\Darren_Clarke\Darren_Clarke_0002.jpg,data\processed\lfw\lfw\Carlos_Paternina\Carlos_Paternina_0001.jpg,Darren_Clarke,Carlos_Paternina,lfw,lfw,,,,,0,0.18469566,20.244635,0.81530434
data\processed\lfw\lfw\Sammy_Sosa\Sammy_Sosa_0001.jpg,data\processed\lfw\lfw\Sammy_Sosa\Sammy_Sosa_0002.jpg,Sammy_Sosa,Sammy_Sosa,lfw,lfw,,,,,1,0.21307126,22.7352,0.7869288
data\processed\lfw\lfw\Lucio_Gutierrez\Lucio_Gutierrez_0008.jpg,data\processed\lfw\lfw\Lucio_Gutierrez\Lucio_Gutierrez_0011.jpg,Lucio_Gutierrez,Lucio_Gutierrez,lfw,lfw,,,,,1,0.51146114,16.637527,0.48853886
data\processed\lfw\lfw\Jim_Calhoun\Jim_Calhoun_0001.jpg,data\processed\lfw\lfw\Hilmi_Akin_Zorlu\Hilmi_Akin_Zorlu_0001.jpg,Jim_Calhoun,Hilmi_Akin_Zorlu,lfw,lfw,,,,,0,0.16522765,21.022758,0.83477235
data\processed\lfw\lfw\Angela_Bassett\Angela_Bassett_0003.jpg,data\processed\lfw\lfw\Angela_Bassett\Angela_Bassett_0004.jpg,Angela_Bassett,Angela_Bassett,lfw,lfw,,,,,1,0.40271562,19.034002,0.5972844
data\processed\lfw\lfw\Walter_Mondale\Walter_Mondale_0003.jpg,data\processed\lfw\lfw\Walter_Mondale\Walter_Mondale_0010.jpg,Walter_Mondale,Walter_Mondale,lfw,lfw,,,,,1,0.5099443,17.074154,0.49005568
data\processed\lfw\lfw\Uzi_Landau\Uzi_Landau_0001.jpg,data\processed\lfw\lfw\John_Paul_II\John_Paul_II_0005.jpg,Uzi_Landau,John_Paul_II,lfw,lfw,,,,,0,-0.050932933,25.326052,1.0509329
data\processed\lfw\lfw\Luciano_Pavarotti\Luciano_Pavarotti_0002.jpg,data\processed\lfw\lfw\Luciano_Pavarotti\Luciano_Pavarotti_0003.jpg,Luciano_Pavarotti,Luciano_Pavarotti,lfw,lfw,,,,,1,0.7309836,11.77879,0.26901639
data\processed\lfw\lfw\Ron_Lantz\Ron_Lantz_0001.jpg,data\processed\lfw\lfw\Andrew_Wetzler\Andrew_Wetzler_0001.jpg,Ron_Lantz,Andrew_Wetzler,lfw,lfw,,,,,0,0.2316648,27.281462,0.7683352
data\processed\lfw\lfw\Rodrigo_Borja\Rodrigo_Borja_0001.jpg,data\processed\lfw\lfw\Brian_McIntyre\Brian_McIntyre_0001.jpg,Rodrigo_Borja,Brian_McIntyre,lfw,lfw,,,,,0,0.24151903,16.574575,0.75848097
data\processed\lfw\lfw\Noelle_Bush\Noelle_Bush_0001.jpg,data\processed\lfw\lfw\Noelle_Bush\Noelle_Bush_0002.jpg,Noelle_Bush,Noelle_Bush,lfw,lfw,,,,,1,0.40836325,18.743038,0.5916368
data\processed\lfw\lfw\Oscar_de_la_Renta\Oscar_de_la_Renta_0001.jpg,data\processed\lfw\lfw\Bill_Parsons\Bill_Parsons_0001.jpg,Oscar_de_la_Renta,Bill_Parsons,lfw,lfw,,,,,0,0.02085735,20.865515,0.97914267
data\processed\lfw\lfw\Robert_Lee_Yates_Jr\Robert_Lee_Yates_Jr_0001.jpg,data\processed\lfw\lfw\Danny_Avalon\Danny_Avalon_0001.jpg,Robert_Lee_Yates_Jr,Danny_Avalon,lfw,lfw,,,,,0,0.34083632,20.666624,0.6591637
data\processed\lfw\lfw\Claudia_Schiffer\Claudia_Schiffer_0001.jpg,data\processed\lfw\lfw\Claudia_Schiffer\Claudia_Schiffer_0003.jpg,Claudia_Schiffer,Claudia_Schiffer,lfw,lfw,,,,,1,0.7050435,14.0539055,0.2949565
data\processed\lfw\lfw\Chuck_Finley\Chuck_Finley_0001.jpg,data\processed\lfw\lfw\Richard_Hamilton\Richard_Hamilton_0001.jpg,Chuck_Finley,Richard_Hamilton,lfw,lfw,,,,,0,0.3493978,18.691399,0.6506022
data\processed\lfw\lfw\Saadi_Gadhafi\Saadi_Gadhafi_0001.jpg,data\processed\lfw\lfw\Jane_Kaczmarek\Jane_Kaczmarek_0002.jpg,Saadi_Gadhafi,Jane_Kaczmarek,lfw,lfw,,,,,0,-3.6935653e-05,24.050913,1.000037
data\processed\lfw\lfw\Andre_Lange\Andre_Lange_0001.jpg,data\processed\lfw\lfw\Keith_Snyder\Keith_Snyder_0001.jpg,Andre_Lange,Keith_Snyder,lfw,lfw,,,,,0,0.26024863,17.28888,0.73975134
data\processed\lfw\lfw\Ana_Paula_Gerard\Ana_Paula_Gerard_0001.jpg,data\processed\lfw\lfw\Jim_Beattie\Jim_Beattie_0001.jpg,Ana_Paula_Gerard,Jim_Beattie,lfw,lfw,,,,,0,0.35345316,23.43767,0.64654684
data\processed\lfw\lfw\Yoriko_Kawaguchi\Yoriko_Kawaguchi_0002.jpg,data\processed\lfw\lfw\Yoriko_Kawaguchi\Yoriko_Kawaguchi_0009.jpg,Yoriko_Kawaguchi,Yoriko_Kawaguchi,lfw,lfw,,,,,1,0.5247257,18.813457,0.47527432
data\processed\lfw\lfw\Cecilia_Bolocco\Cecilia_Bolocco_0002.jpg,data\processed\lfw\lfw\Cecilia_Bolocco\Cecilia_Bolocco_0003.jpg,Cecilia_Bolocco,Cecilia_Bolocco,lfw,lfw,,,,,1,0.59992415,15.726075,0.40007585
data\processed\lfw\lfw\Vicente_Fernandez\Vicente_Fernandez_0002.jpg,data\processed\lfw\lfw\Vicente_Fernandez\Vicente_Fernandez_0003.jpg,Vicente_Fernandez,Vicente_Fernandez,lfw,lfw,,,,,1,0.4263354,18.04131,0.5736646
data\processed\lfw\lfw\Isabella_Rossellini\Isabella_Rossellini_0002.jpg,data\processed\lfw\lfw\Isabella_Rossellini\Isabella_Rossellini_0003.jpg,Isabella_Rossellini,Isabella_Rossellini,lfw,lfw,,,,,1,0.7339206,14.57236,0.26607943
data\processed\lfw\lfw\Carl_Pope\Carl_Pope_0001.jpg,data\processed\lfw\lfw\Elisha_Cuthbert\Elisha_Cuthbert_0001.jpg,Carl_Pope,Elisha_Cuthbert,lfw,lfw,,,,,0,0.100069165,25.436907,0.89993083
data\processed\lfw\lfw\Fernando_Vargas\Fernando_Vargas_0002.jpg,data\processed\lfw\lfw\Fernando_Vargas\Fernando_Vargas_0004.jpg,Fernando_Vargas,Fernando_Vargas,lfw,lfw,,,,,1,0.15365176,15.943019,0.8463482
data\processed\lfw\lfw\Winston_Churchill\Winston_Churchill_0001.jpg,data\processed\lfw\lfw\Michelle_Branch\Michelle_Branch_0002.jpg,Winston_Churchill,Michelle_Branch,lfw,lfw,,,,,0,0.20433156,23.973814,0.7956684
data\processed\lfw\lfw\Adolfo_Aguilar_Zinser\Adolfo_Aguilar_Zinser_0001.jpg,data\processed\lfw\lfw\Adolfo_Aguilar_Zinser\Adolfo_Aguilar_Zinser_0002.jpg,Adolfo_Aguilar_Zinser,Adolfo_Aguilar_Zinser,lfw,lfw,,,,,1,0.40905672,16.022358,0.5909433
data\processed\lfw\lfw\Abel_Pacheco\Abel_Pacheco_0002.jpg,data\processed\lfw\lfw\Abel_Pacheco\Abel_Pacheco_0003.jpg,Abel_Pacheco,Abel_Pacheco,lfw,lfw,,,,,1,0.742414,14.424627,0.257586
data\processed\lfw\lfw\Trent_Lott\Trent_Lott_0007.jpg,data\processed\lfw\lfw\Zelma_Novelo\Zelma_Novelo_0001.jpg,Trent_Lott,Zelma_Novelo,lfw,lfw,,,,,0,0.20570056,24.54541,0.7942994
data\processed\lfw\lfw\Norio_Ohga\Norio_Ohga_0001.jpg,data\processed\lfw\lfw\Madeleine_Albright\Madeleine_Albright_0002.jpg,Norio_Ohga,Madeleine_Albright,lfw,lfw,,,,,0,0.09660405,22.184954,0.90339595
data\processed\lfw\lfw\Emanuel_Ginobili\Emanuel_Ginobili_0001.jpg,data\processed\lfw\lfw\Sandra_Banning\Sandra_Banning_0001.jpg,Emanuel_Ginobili,Sandra_Banning,lfw,lfw,,,,,0,0.13979091,17.716146,0.8602091
data\processed\lfw\lfw\Alberto_Fujimori\Alberto_Fujimori_0001.jpg,data\processed\lfw\lfw\Gerhard_Schmid\Gerhard_Schmid_0001.jpg,Alberto_Fujimori,Gerhard_Schmid,lfw,lfw,,,,,0,0.44375816,14.319361,0.55624187
data\processed\lfw\lfw\Maureen_Fanning\Maureen_Fanning_0002.jpg,data\processed\lfw\lfw\Marc-Andre_Fleury\Marc-Andre_Fleury_0002.jpg,Maureen_Fanning,Marc-Andre_Fleury,lfw,lfw,,,,,0,0.3032799,21.730555,0.6967201
data\processed\lfw\lfw\Roh_Moo-hyun\Roh_Moo-hyun_0005.jpg,data\processed\lfw\lfw\Roh_Moo-hyun\Roh_Moo-hyun_0015.jpg,Roh_Moo-hyun,Roh_Moo-hyun,lfw,lfw,,,,,1,0.5943292,14.466095,0.40567082
data\processed\lfw\lfw\Festus_Mogae\Festus_Mogae_0001.jpg,data\processed\lfw\lfw\Alexander_Payne\Alexander_Payne_0001.jpg,Festus_Mogae,Alexander_Payne,lfw,lfw,,,,,0,0.11037725,27.150364,0.88962275
data\processed\lfw\lfw\Jake_Gyllenhaal\Jake_Gyllenhaal_0002.jpg,data\processed\lfw\lfw\Jake_Gyllenhaal\Jake_Gyllenhaal_0003.jpg,Jake_Gyllenhaal,Jake_Gyllenhaal,lfw,lfw,,,,,1,0.37769407,17.823002,0.6223059
data\processed\lfw\lfw\Rhina_Villatoro\Rhina_Villatoro_0001.jpg,data\processed\lfw\lfw\Zelma_Novelo\Zelma_Novelo_0001.jpg,Rhina_Villatoro,Zelma_Novelo,lfw,lfw,,,,,0,0.25149003,22.164446,0.74851
data\processed\lfw\lfw\Ari_Fleischer\Ari_Fleischer_0005.jpg,data\processed\lfw\lfw\Ari_Fleischer\Ari_Fleischer_0013.jpg,Ari_Fleischer,Ari_Fleischer,lfw,lfw,,,,,1,0.64180297,15.015326,0.35819703
data\processed\lfw\lfw\Julien_Varlet\Julien_Varlet_0001.jpg,data\processed\lfw\lfw\Svend_Aage_Jensby\Svend_Aage_Jensby_0001.jpg,Julien_Varlet,Svend_Aage_Jensby,lfw,lfw,,,,,0,0.15193485,21.66443,0.84806514
data\processed\lfw\lfw\Nora_Ephron\Nora_Ephron_0001.jpg,data\processed\lfw\lfw\Katja_Riemann\Katja_Riemann_0001.jpg,Nora_Ephron,Katja_Riemann,lfw,lfw,,,,,0,0.027664352,25.787521,0.97233564
data\processed\lfw\lfw\Hichiro_Naemura\Hichiro_Naemura_0001.jpg,data\processed\lfw\lfw\Hichiro_Naemura\Hichiro_Naemura_0002.jpg,Hichiro_Naemura,Hichiro_Naemura,lfw,lfw,,,,,1,0.32706916,14.153452,0.67293084
data\processed\lfw\lfw\David_Coulthard\David_Coulthard_0001.jpg,data\processed\lfw\lfw\David_Coulthard\David_Coulthard_0002.jpg,David_Coulthard,David_Coulthard,lfw,lfw,,,,,1,0.5252162,17.383713,0.47478378
data\processed\lfw\lfw\Tommy_Thompson\Tommy_Thompson_0005.jpg,data\processed\lfw\lfw\Frank_Hilldrup\Frank_Hilldrup_0001.jpg,Tommy_Thompson,Frank_Hilldrup,lfw,lfw,,,,,0,0.3509766,21.274294,0.6490234
data\processed\lfw\lfw\Anna_Chicherova\Anna_Chicherova_0001.jpg,data\processed\lfw\lfw\Lane_Odom\Lane_Odom_0001.jpg,Anna_Chicherova,Lane_Odom,lfw,lfw,,,,,0,0.021404097,22.85686,0.9785959
data\processed\lfw\lfw\Elizabeth_Smart\Elizabeth_Smart_0003.jpg,data\processed\lfw\lfw\Andy_Graves\Andy_Graves_0001.jpg,Elizabeth_Smart,Andy_Graves,lfw,lfw,,,,,0,0.21824862,19.32935,0.7817514
data\processed\lfw\lfw\Joan_Claybrook\Joan_Claybrook_0001.jpg,data\processed\lfw\lfw\Steven_Craig\Steven_Craig_0001.jpg,Joan_Claybrook,Steven_Craig,lfw,lfw,,,,,0,0.19993915,21.009459,0.80006087
data\processed\lfw\lfw\Howard_Smith\Howard_Smith_0001.jpg,data\processed\lfw\lfw\Lisa_Leslie\Lisa_Leslie_0001.jpg,Howard_Smith,Lisa_Leslie,lfw,lfw,,,,,0,0.16289681,21.662539,0.8371032
data\processed\lfw\lfw\Robert_De_Niro\Robert_De_Niro_0002.jpg,data\processed\lfw\lfw\Robert_De_Niro\Robert_De_Niro_0006.jpg,Robert_De_Niro,Robert_De_Niro,lfw,lfw,,,,,1,0.490156,15.15647,0.509844
data\processed\lfw\lfw\Mary_Carey\Mary_Carey_0001.jpg,data\processed\lfw\lfw\Mary_Carey\Mary_Carey_0004.jpg,Mary_Carey,Mary_Carey,lfw,lfw,,,,,1,0.53179574,16.230833,0.46820426
data\processed\lfw\lfw\Brian_Florence\Brian_Florence_0001.jpg,data\processed\lfw\lfw\Julian_Fantino\Julian_Fantino_0001.jpg,Brian_Florence,Julian_Fantino,lfw,lfw,,,,,0,0.21696866,17.510536,0.78303134
data\processed\lfw\lfw\Mireya_Elisa_Moscoso_Rodriguez\Mireya_Elisa_Moscoso_Rodriguez_0001.jpg,data\processed\lfw\lfw\Mitchell_Daniels\Mitchell_Daniels_0003.jpg,Mireya_Elisa_Moscoso_Rodriguez,Mitchell_Daniels,lfw,lfw,,,,,0,0.28529206,19.40093,0.714708
data\processed\lfw\lfw\Clay_Aiken\Clay_Aiken_0001.jpg,data\processed\lfw\lfw\Clay_Aiken\Clay_Aiken_0005.jpg,Clay_Aiken,Clay_Aiken,lfw,lfw,,,,,1,0.44847468,20.116936,0.55152535
data\processed\lfw\lfw\Elisabeth_Schumacher\Elisabeth_Schumacher_0001.jpg,data\processed\lfw\lfw\Elisabeth_Schumacher\Elisabeth_Schumacher_0002.jpg,Elisabeth_Schumacher,Elisabeth_Schumacher,lfw,lfw,,,,,1,0.2123169,20.887856,0.7876831
data\processed\lfw\lfw\Mark_Andrew\Mark_Andrew_0001.jpg,data\processed\lfw\lfw\Lily_Tomlin\Lily_Tomlin_0002.jpg,Mark_Andrew,Lily_Tomlin,lfw,lfw,,,,,0,0.15019299,25.448833,0.849807
data\processed\lfw\lfw\Gregg_Popovich\Gregg_Popovich_0001.jpg,data\processed\lfw\lfw\Gregg_Popovich\Gregg_Popovich_0003.jpg,Gregg_Popovich,Gregg_Popovich,lfw,lfw,,,,,1,0.21122308,18.97478,0.78877693
data\processed\lfw\lfw\Tom_Ridge\Tom_Ridge_0011.jpg,data\processed\lfw\lfw\Tom_Ridge\Tom_Ridge_0012.jpg,Tom_Ridge,Tom_Ridge,lfw,lfw,,,,,1,0.62622404,15.298165,0.37377596
data\processed\lfw\lfw\Abel_Pacheco\Abel_Pacheco_0001.jpg,data\processed\lfw\lfw\Abel_Pacheco\Abel_Pacheco_0003.jpg,Abel_Pacheco,Abel_Pacheco,lfw,lfw,,,,,1,0.54599977,18.913073,0.45400023
data\processed\lfw\lfw\Della_Clara\Della_Clara_0001.jpg,data\processed\lfw\lfw\Elizabeth_Hill\Elizabeth_Hill_0001.jpg,Della_Clara,Elizabeth_Hill,lfw,lfw,,,,,0,0.32668778,20.967205,0.6733122
data\processed\lfw\lfw\Jimmy_Carter\Jimmy_Carter_0003.jpg,data\processed\lfw\lfw\Jimmy_Carter\Jimmy_Carter_0009.jpg,Jimmy_Carter,Jimmy_Carter,lfw,lfw,,,,,1,0.65509087,15.24452,0.34490913
